# Topic pass over the deck, keyed by Anki note id (see import/lib/tagging.js).
# id	word	fields	situations
1708637440811	相当	amount,grammar	
1708637440812	楽	feelings,describing	
1708637440813	勘違い	feelings,ideas	
1708637440814	警戒	feelings	
1708637440815	確かめる	senses,actions	
1708637440816	月	nature,time	
1708637440817	疑う	feelings	
1708637440818	電話	speaking,home	
1708637440819	成長	describing	
1708637440820	鋭い	describing	
1708637440821	証拠	ideas	
1708637440822	紹介	speaking	greetings
1708637440823	実際	ideas,grammar	
1708637440824	何でも	grammar	
1708637440825	作業	work	
1708637440826	重要	describing	
1708637440827	鍵	home	
1708637440828	衝撃	feelings	
1708637440829	巻き込む	actions	
1708637440830	差し出す	actions	
1708637440831	軍	people	
1708637440832	そちら	places,grammar	
1708637440833	悔しい	feelings	
1708637440834	抜く	actions	
1708637440835	破壊	actions	
1708637440836	運命	ideas	
1708637440837	案内	speaking,places	train
1708637440838	努力	feelings,work	
1708637440839	いずれ	time,grammar	
1708637440840	一言	speaking	
1708637440841	ついに	time,grammar	
1708637440842	心臓	body	doctor
1708637440843	荷物	home	train
1708637440844	伸びる	describing,movement	
1708637440845	両親	family	
1708637440846	量	amount	
1708637440847	払う	money	konbini
1708637440848	二度と	time,grammar	
1708637440849	辺り	places	
1708637440850	開始	time	
1708637440851	解放	actions	
1708637440852	仲良く	people,describing	
1708637440853	獣	nature	
1708637440854	取れる	actions	
1708637440855	建物	places,home	
1708637440856	本来	grammar	
1708637440857	扱う	actions	
1708637440858	真面目	describing	
1708637440859	影響	ideas	
1708637440860	真っ赤	describing	
1708637440861	発見	senses	
1708637440862	支える	actions	
1708637440863	第一	amount,grammar	
1708637440864	お父さん	family	host family
1708637440865	お母さん	family	host family
1708637440866	お兄さん	family	host family
1708637440867	お姉さん	family	host family
1708637440868	おじさん	family	
1708637440869	おばさん	family	
1708637440870	いとこ	family	
1708637440871	机	home,school	classroom
1708637440872	同士	people,grammar	
1708637440873	遅れる	time	train
1708637440874	車	places,home	
1708637440875	飛び出す	movement	
1708637440876	事態	ideas	
1708637440877	味方	people	
1708637440878	展開	ideas	
1708637440879	学園	school,places	classroom
1708637440880	怪しい	describing	
1708637440881	型	describing	
1708637440882	流れ	movement	
1708637440883	残り	amount	
1708637440884	偶然	ideas	
1708637440885	柔らかい	senses,describing	
1708637440886	感触	senses	
1708637440887	女子	people	
1708637440888	無し	amount,grammar	
1708637440889	壊れる	describing	
1708637440890	苦手	feelings	
1708637440891	試す	actions	
1708637440892	立派	describing	
1708637440893	回す	actions	
1708637440894	なぜか	grammar	
1708637440895	意見	speaking,ideas	
1708637440896	大量	amount	
1708637440897	提案	speaking,ideas	
1708637440898	責任	work,ideas	
1708637440899	抑える	actions,feelings	
1708637440900	全力	amount	
1708637440901	伸ばす	actions	
1708637440902	客	people	restaurant
1708637440903	王国	places	
1708637440904	抵抗	actions	
1708637440905	混乱	feelings	
1708637440906	条件	ideas	
1708637440907	迷惑	feelings	
1708637440908	例	ideas	
1708637440909	頼る	feelings,people	
1708637440910	完璧	describing	
1708637440911	日々	time	
1708637440912	行為	actions	
1708637440913	ともかく	grammar	
1708637440914	減る	amount	
1708637440915	嫌う	feelings	
1708637440916	知り合い	people	
1708637440917	思考	feelings,ideas	
1708637440918	解決	ideas	
1708637440919	冷静	feelings	
1708637440920	天	nature	
1708637440921	いつの間にか	time,grammar	
1708637440922	直す	actions	
1708637440923	常に	time	
1708637440924	犯人	people	
1708637440925	許可	speaking	
1708637440926	閉じる	actions	
1708637440927	重ねる	actions	
1708637440928	細い	describing	
1708637440929	久しぶり	time	greetings
1708637440930	目立つ	senses,describing	
1708637440931	到着	movement	train
1708637440932	押さえる	actions	
1708637440933	通う	movement	train
1708637440934	殴る	actions,body	
1708637440935	広げる	actions	
1708637440936	引っ張る	actions	
1708637440937	いつまでも	time,grammar	
1708637440938	間に合う	time	train
1708637440939	了解	speaking	greetings
1708637440940	番	amount,grammar	
1708637440941	戦争	actions	
1708637440942	寒い	nature,senses	
1708637440943	見事	describing	
1708637440944	酒	food	restaurant
1708637440945	恋人	people,feelings	
1708637440946	一切	amount,grammar	
1708637440947	穴	describing	
1708637440948	依頼	speaking	
1708637440949	中身	amount,grammar	
1708637440950	多少	amount,grammar	
1708637440951	真実	ideas	
1708637440952	見た目	describing,senses	
1708637440953	間違い	ideas	
1708637440954	青い	describing	
1708637440955	辛い	food,senses	restaurant
1708637440956	辛い	feelings,describing	
1708637440957	対応	ideas	
1708637440958	光る	senses	
1708637440959	苦労	feelings,work	
1708637440960	通じる	speaking	
1708637440961	罪	actions,ideas	
1708637440962	授業	school	classroom
1708637440963	最悪	describing	
1708637440964	差	amount	
1708637440965	信用	feelings	
1708637440966	壊す	actions	
1708637440967	式	people,ideas	
1708637440968	人形	home	
1708637440969	結ぶ	actions	
1708637440970	あんなに	amount,grammar	
1708637440971	計画	ideas	
1708637440972	囲む	actions,places	
1708637440973	知識	school,ideas	
1708637440974	切り	grammar	
1708637440975	注意	feelings,speaking	
1708637440976	言い方	speaking	
1708637440977	経つ	time	
1708637440978	背	body	
1708637440979	問う	speaking	
1708637440980	恋	feelings	
1708637440981	とんでもない	describing,grammar	
1708637440982	中心	places	
1708637440983	汗	body	
1708637440984	異常	describing	
1708637440985	非常	describing	
1708637440986	膝	body	doctor
1708637440987	わずか	amount	
1708637440988	役	work,grammar	
1708637440989	焦る	feelings	
1708637440990	川	nature	
1708637440991	悪魔	nature	
1708637440992	唯一	amount,grammar	
1708637440993	もうすぐ	time	
1708637440994	中央	places	
1708637440995	突っ込む	movement	
1708637440996	技術	work	
1708637440997	素晴らしい	describing	
1708637440998	単純	describing	
1708637440999	穏やか	describing,feelings	
1708637441000	撃つ	actions	
1708637441001	拾う	actions	
1708637441002	完成	ideas	
1708637441003	毒	health	
1708637441004	馬	nature	
1708637441005	覆う	actions	
1708637441006	趣味	feelings	
1708637441007	どうにか	grammar	
1708637441008	何となく	grammar	
1708637441009	価値	money,ideas	
1708637441010	見守る	senses	
1708637441011	安全	describing	
1708637441012	連れて来る	movement,people	
1708637441013	そば	places	
1708637441014	万	amount,money	
1708637441015	額	home	
1708637441016	受け止める	actions	
1708637441017	素敵	describing	
1708637441018	正体	describing	
1708637441019	あっさり	describing,grammar	
1708637441020	吸う	body,actions	
1708637441021	鳴る	senses	
1708637441022	研究	school	
1708637441023	まとめる	actions	
1708637441024	別れる	people,movement	greetings
1708637441025	ふざける	actions	
1708637441026	着替える	home,actions	
1708637441027	箱	home	konbini
1708637441028	無言	speaking	
1708637441029	何で	grammar	
1708637441030	裏切る	people,actions	
1708637441031	焼く	food,actions	
1708637441032	怪我	health,body	doctor
1708637441033	門	home,places	
1708637441034	不可能	describing	
1708637441035	妻	family	
1708637441036	時には	time,grammar	
1708637441037	発言	speaking	
1708637441038	正確	describing	
1708637441039	認識	feelings	
1708637441040	速度	amount	train
1708637441041	謎	ideas	
1708637441042	文字	speaking,school	
1708637441043	吐く	body,health	doctor
1708637441044	鬼	nature	
1708637441045	刺激	senses,feelings	
1708637441046	最も	amount,grammar	
1708637441047	制服	home	classroom
1708637441048	爆発	actions	
1708637441049	訓練	school,work	
1708637441050	振り向く	movement,body	
1708637441051	脱ぐ	home,actions	
1708637441052	信頼	feelings	
1708637441053	寄る	movement	konbini
1708637441054	飛ばす	movement,actions	
1708637441055	貸す	money,actions	
1708637441056	パン	food	konbini
1708637441057	ありがたい	feelings	greetings
1708637441058	赤	describing	
1708637441059	大体	amount,grammar	
1708637441060	きちんと	describing,grammar	
1708637441061	喉	body	doctor
1708637441062	少々	amount,grammar	
1708637441063	有名	describing	
1708637441064	船	places,movement	
1708637441065	転がる	movement	
1708637441066	切れる	amount,grammar	
1708637441067	たった	amount,grammar	
1708637441068	話題	speaking	
1708637441069	濡れる	describing,nature	
1708637441070	ついでに	grammar	
1708637441071	呼び出す	speaking	
1708637441072	確信	feelings	
1708637441073	込める	feelings,actions	
1708637441074	自覚	feelings	
1708637441075	空く	amount,describing	
1708637441076	空く	amount,describing	train
1708637441077	警察	people,work	
1708637441078	悲鳴	speaking,feelings	
1708637441079	捕まえる	actions	
1708637441080	早速	time,grammar	
1708637441081	お腹	body	doctor
1708637441082	掃除	home,actions	
1708637441083	硬い	senses,describing	
1708637441084	際	time,grammar	
1708637441085	漏らす	speaking	
1708637441086	面	describing,grammar	
1708637441087	不満	feelings	
1708637441088	驚き	feelings	
1708637441089	旅	places,movement	
1708637441090	絵	home	
1708637441091	組む	people,actions	
1708637441092	沈黙	speaking	
1708637441093	張る	actions	
1708637441094	告白	speaking,feelings	
1708637441095	舐める	body,senses	
1708637441096	潰す	actions	
1708637441097	含める	grammar	
1708637441098	時期	time	
1708637441099	活動	actions	
1708637441100	育てる	family,actions	
1708637441101	優秀	describing	classroom
1708637441102	予感	feelings	
1708637441103	解く	school,actions	classroom
1708637441104	元々	time,grammar	
1708637441105	溢れる	movement,amount	
1708637441106	発生	ideas	
1708637441107	微妙	describing	
1708637441108	違い	describing	
1708637441109	直後	time	
1708637441110	地下	places	train
1708637441111	香り	senses	
1708637441112	効く	health,grammar	
1708637441113	使用	actions	
1708637441114	道具	home	
1708637441115	願い	feelings	
1708637441116	洗う	actions,home	
1708637441117	手段	ideas	
1708637441118	誤解	feelings,ideas	
1708637441119	応援	speaking,feelings	
1708637441120	含む	grammar	
1708637441121	当時	time	
1708637441122	勝利	actions	
1708637441123	降る	nature	train
1708637441124	雪	nature	
1708637441125	入り口	places	train
1708637441126	一方	grammar	
1708637441127	古い	describing	
1708637441128	役に立つ	describing	
1708637441129	懐かしい	feelings	
1708637441130	もしも	grammar	
1708637441131	才能	describing	
1708637441132	逃げ出す	movement	
1708637441133	様々	amount,describing	
1708637441134	病院	health,places	doctor
1708637441135	比べる	feelings,grammar	
1708637441136	氷	nature	
1708637441137	狭い	describing	
1708637441138	神様	nature	
1708637441139	動揺	feelings	
1708637441140	長	people,work	
1708637441141	なお	grammar	
1708637441142	物語	speaking	
1708637441143	文句	speaking,feelings	
1708637441144	至る	movement,grammar	
1708637441145	魚	food,nature	
1708637441146	鳥	nature	
1708637441147	映る	senses	
1708637441148	一生	time	
1708637441149	紙	home	
1708637441150	申す	speaking,grammar	greetings
1708637441151	複雑	describing	
1708637441152	投げる	actions	
1708637441153	出来事	ideas	
1708637441154	部下	people,work	
1708637441155	たっぷり	amount,grammar	
1708637441156	実力	describing	
1708637441157	左右	places	
1708637441158	選択	actions,ideas	
1708637441159	調査	work	
1708637441160	例えば	grammar	
1708637441161	見送る	movement,people	train
1708637441162	もっとも	describing,grammar	
1708637441163	従う	actions	
1708637441164	通す	actions	
1708637441165	間違える	describing	
1708637441166	体力	body,health	
1708637441167	果たす	actions	
1708637441168	騒ぐ	speaking,actions	
1708637441169	飛び込む	movement	
1708637441170	増す	amount	
1708637441171	ぶつかる	movement	
1708637441172	思い出	feelings	
1708637441173	天井	home	
1708637441174	兵士	people	
1708637441175	満ちる	amount	
1708637441176	たまらない	feelings	
1708637441177	味わう	food,senses	restaurant
1708637441178	出かける	movement	
1708637441179	背負う	body,actions	
1708637441180	揃う	amount,people	
1708637441181	呼吸	body	
1708637441182	真似	actions	
1708637441183	人気	feelings,describing	
1708637441184	偉い	describing	
1708637441185	いよいよ	time,grammar	
1708637441186	対象	ideas	
1708637441187	整える	actions	
1708637441188	沈む	movement	
1708637441189	地上	places	
1708637441190	用事	work,grammar	
1708637441191	よる	grammar	
1708637441192	反対	feelings,speaking	
1708637441193	保つ	actions	
1708637441194	歴史	school,time	
1708637441195	島	nature,places	
1708637441196	それほど	amount,grammar	
1708637441197	実に	grammar	
1708637441198	恐れる	feelings	
1708637441199	あくまで	grammar	
1708637441200	鼻	body	
1708637441201	担当	work,people	
1708637441202	片手	body	
1708637441203	幼い	describing	
1708637441204	学ぶ	school	classroom
1708637441205	強引	describing	
1708637441206	捲る	actions	
1708637441207	漏れる	movement,speaking	
1708637441208	全体	amount	
1708637441209	度	amount	
1708637441210	情けない	feelings	
1708637441211	太陽	nature	
1708637441212	甘える	feelings,people	
1708637441213	踏む	body,movement	
1708637441214	印象	feelings	
1708637441215	死体	health,body	
1708637441216	支配	work,actions	
1708637441217	現場	places,work	
1708637441218	絶望	feelings	
1708637441219	察する	feelings	
1708637441220	以来	time,grammar	
1708637441221	漂う	movement	
1708637441222	探る	senses,actions	
1708637441223	最大	amount	
1708637441224	下げる	actions	
1708637441225	捕まる	actions	
1708637441226	戸惑う	feelings	
1708637441227	言い訳	speaking	greetings
1708637441228	証明	ideas	
1708637441229	参る	movement,grammar	greetings
1708637441231	見下ろす	senses	
1708637441232	燃える	nature,describing	
1708637441233	たまる	amount	
1708637441234	暴れる	actions	
1708637441235	越える	movement	
1708637441236	精神	feelings	
1708637441237	男子	people	
1708637441238	宣言	speaking	
1708637441239	挟む	actions	
1708637441240	防ぐ	actions	
1708637441241	預ける	actions,money	
1708637441242	限る	amount,grammar	
1708637441243	責める	speaking,feelings	
1708637441244	崩れる	describing	
1708637441245	一度も	amount,grammar	
1708637441246	ぼんやり	feelings,describing	
1708637441247	その内	time,grammar	
1708637441248	鏡	home	
1708637441249	貫く	actions	
1708637441250	固まる	describing	
1708637441251	平和	describing	
1708637441252	意志	feelings	
1708637441253	下手	describing	
1708637441254	続き	ideas	
1708637441255	祈る	feelings,speaking	
1708637441256	午後	time	
1708637441257	同様	describing,grammar	
1708637441258	外れる	actions	
1708637441259	歌う	speaking	
1708637441260	回	amount	
1708637441261	固い	senses,describing	
1708637441262	最強	describing	
1708637441263	弾く	actions	
1708637441264	正解	school	classroom
1708637441265	きつい	describing	
1708637441266	お陰	feelings	greetings
1708637441267	地獄	nature	
1708637441268	年齢	time,people	
1708637441269	病気	health	doctor
1708637441270	携帯	home,speaking	
1708637441271	ますます	grammar	
1708637441272	並べる	actions	konbini
1708637441273	契約	work	
1708637441274	永遠	time	
1708637441275	不意に	time,grammar	
1708637441276	呪い	nature	
1708637441277	組	school,people	classroom
1708637441278	踊る	movement	
1708637441279	目覚める	body,time	
1708637441280	事故	health	train
1708637441281	袋	home	konbini
1708637441282	派手	describing	
1708637441283	今更	time,grammar	
1708637441284	真っ直ぐ	places,describing	
1708637441285	油断	feelings	
1708637441286	ぶつける	actions	
1708637441287	育つ	family,describing	
1708637441288	傷つく	feelings,health	
1708637441289	発する	actions	
1708637441290	終了	time	
1708637441291	足音	senses	
1708637441292	決意	feelings,ideas	
1708637441293	感心	feelings	
1708637441294	飲み込む	body,food	
1708637441295	仮に	grammar	
1708637441296	お菓子	food	konbini
1708637441297	染まる	describing	
1708637441298	笑い	feelings	
1708637441299	買い物	money	shopping
1708637441300	歌	speaking	
1708637441301	庭	home,nature	
1708637441302	生き物	nature	
1708637441303	特殊	describing	
1708637441304	連れて行く	movement,people	
1708637441305	現状	ideas,time	
1708637441306	大分	amount,grammar	
1708637441307	底	places	
1708637441308	学生	school,people	classroom
1708637441309	丁寧	describing	greetings
1708637441310	範囲	amount	
1708637441311	テレビ	home	
1708637441312	美人	people,describing	
1708637441313	技	describing	
1708637441314	将来	time,ideas	
1708637441315	記録	work,ideas	
1708637441316	大人しい	describing	
1708637441317	骨	body	
1708637441318	目標	feelings,ideas	
1708637441319	肉体	body	
1708637441320	届ける	actions,movement	
1708637441321	足元	body,places	
1708637441322	捜す	senses,actions	
1708637441323	わざと	grammar	
1708637441324	いかが	speaking,grammar	greetings
1708637441325	布	home	
1708637441326	種類	amount	
1708637441327	満たす	amount	
1708637441328	景色	nature,senses	
1708637441329	勇気	feelings	
1708637441330	強化	describing	
1708637441331	加える	amount	
1708637441332	言い出す	speaking	
1708637441333	収まる	amount,grammar	
1708637441334	組織	work,people	
1708637441335	隙間	places,amount	
1708637441336	本日	time	greetings
1708637441337	先日	time	
1708637441338	月曜日	time	
1708637441339	火曜日	time	
1708637441340	水曜日	time	
1708637441341	木曜日	time	
1708637441342	金曜日	time	
1708637441343	土曜日	time	
1708637441344	日曜日	time	
1708637441345	一つ	amount	
1708637441346	二つ	amount	
1708637441347	三つ	amount	
1708637441348	四つ	amount	
1708637441349	五つ	amount	
1708637441350	六つ	amount	
1708637441351	七つ	amount	
1708637441352	八つ	amount	
1708637441353	九つ	amount	
1709477898129	評価	feelings,ideas	
